0.80000000000000004,133.5
0.8600000000000001,136.69999999999999
0.92000000000000004,131.09999999999999
0.97999999999999998,124.90000000000001
1.04,118.5
1.1000000000000001,111
1.1600000000000001,103.90000000000001
1.22,96.700000000000003
1.28,90.099999999999994
1.3400000000000001,82.900000000000006
1.3999999999999999,76.599999999999994
1.46,69.900000000000006
1.52,63.899999999999999
1.5800000000000001,58.899999999999999
1.6400000000000001,54
1.7,49.100000000000001
1.76,44
1.8200000000000001,39.700000000000003
1.8800000000000001,34.399999999999999
1.9399999999999999,28.899999999999999
2,13.300000000000001
